ft,bt,ownerNo,oem,model,modelYear,centralVariantId,variantName,price,trendingText,Insurance Validity,Seats,Kms Driven,RTO,Engine Displacement,Transmission,Comfort & Convenience,Interior,Exterior,Safety,Entertainment & Communication,Mileage,Max Power,Torque,Wheel Size,city
petrol,suv,1,toyota,toyota urban cruiser,2022,7971,premium,881000,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",comprehensive,5,25796,wb08,1462,manual,25,13,21,30,11,17.03,103.26,170.553712,16.0,Kolkata
diesel,muv,1,toyota,toyota innova crysta,2018,7314,2.4 vx mt 8 str,1735000,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",comprehensive,8,34000,wb26,2393,manual,25,15,18,32,11,13.68,147.51,343.0,16.0,Kolkata
petrol,suv,1,hyundai,hyundai venue,2019,6946,sx plus turbo dct bsiv,852999,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",comprehensive,5,29717,wb06,998,automatic,20,11,12,31,6,18.15,118.35,171.6,16.0,Kolkata
petrol,hatchback,1,nissan,nissan micra active,2018,6540,xv petrol,325000,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",comprehensive,5,42000,wb26,1198,manual,13,9,4,19,4,19.49,67.04,104.0,16.0,Kolkata
petrol,hatchback,1,maruti,maruti wagon r stingray,2014,4369,vxi,284000,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",comprehensive,5,24425,wb24,998,manual,11,10,10,16,5,20.51,67.04,90.0,14.0,Kolkata
petrol,sedan,1,skoda,skoda rapid,2020,7981,1.0 tsi ambition at,936000,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",comprehensive,5,14323,wb02,999,automatic,17,12,13,24,8,16.24,108.62,170.553712,16.0,Kolkata
diesel,suv,1,mahindra,mahindra tuv 300,2019,6917,t10 dual tone bsiv,800000,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",comprehensive,7,9700,wb10,1493,manual,11,11,15,27,8,18.49,100.0,240.0,16.0,Kolkata
petrol,sedan,2,hyundai,hyundai verna,2011,1815,1.6 vtvt,250000,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",third party insurance,5,50000,unknown,1591,manual,12,11,9,22,8,17.01,121.3,154.9,15.0,Kolkata
petrol,sedan,1,honda,honda city,2017,5629,i-vtec cvt vx,650000,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",third party insurance,5,51097,wb02,1497,automatic,27,12,12,28,9,18.0,117.6,145.0,16.0,Kolkata
petrol,hatchback,2,hyundai,hyundai i10,2010,1567,era,165000,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",third party insurance,5,60000,wb06,1086,manual,6,7,4,11,0,19.81,68.05,99.04,16.0,Kolkata
petrol,sedan,1,maruti,maruti swift dzire,2022,7711,zxi plus bsvi,850000,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",comprehensive,5,23684,wb02,1197,manual,20,12,13,28,10,22.41,88.5,113.0,15.0,Kolkata
petrol,hatchback,1,hyundai,hyundai i10,2009,1567,era,161000,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",third party insurance,5,40000,wb06,1086,manual,6,7,4,11,0,19.81,68.05,99.04,16.0,Kolkata
diesel,suv,1,mercedes-benz,mercedes-benz glc,2017,5449,220d 4matic sport,2750000,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",comprehensive,5,60002,od33,2143,automatic,30,15,22,32,8,17.9,170.0,400.0,18.0,Kolkata
petrol,suv,1,honda,honda br-v,2018,1185,i-vtec vx mt,795000,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",third party,7,39000,wb10,1497,manual,21,12,15,28,9,15.4,117.3,145.0,16.0,Kolkata
petrol,muv,1,maruti,maruti ertiga,2020,7045,vxi,900000,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",third party insurance,7,40000,wb26,1462,manual,15,10,11,29,7,19.01,103.26,138.0,16.0,Kolkata
diesel,hatchback,1,volvo,volvo v40,2017,2078,d3 r design,1800000,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",comprehensive,5,16001,wb06,1969,automatic,22,13,15,35,10,16.8,150.0,320.0,16.0,Kolkata
petrol,sedan,2,hyundai,hyundai verna,2014,1834,1.6 ex vtvt,361000,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",comprehensive,5,51000,wb08,1591,manual,16,11,9,25,5,17.01,121.3,154.9,16.0,Kolkata
petrol,hatchback,1,maruti,maruti wagon r,2021,6740,vxi,509999,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",comprehensive,5,10143,wb20,998,manual,9,9,5,25,6,21.79,67.05,90.0,16.0,Kolkata
petrol,hatchback,2,maruti,maruti s-presso,2019,7173,vxi plus 2019-2022,415000,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",third party insurance,5,53657,wb44,998,manual,8,6,5,20,10,21.7,65.71,89.0,16.0,Kolkata
petrol,hatchback,1,maruti,maruti celerio,2014,10356,vxi,266000,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",comprehensive,5,88532,wb02,998,manual,11,7,6,22,0,25.24,65.71,89.0,16.0,Kolkata
petrol,hatchback,1,maruti,maruti wagon r,2013,4309,lxi bs iv,150000,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",third party insurance,5,60000,wb02,998,manual,8,7,6,14,1,20.51,67.04,90.0,16.0,Kolkata
petrol,suv,1,skoda,skoda kushaq,2021,8479,1.0 tsi style bsvi,1375000,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",comprehensive,5,12059,wb02,999,manual,21,11,21,31,11,19.2,113.98,178.0,17.0,Kolkata
petrol,hatchback,1,tata,tata tiago,2021,7377,xz plus bsvi,520000,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",third party insurance,5,10000,wb24,1199,manual,10,11,16,22,11,19.01,84.82,113.0,15.0,Kolkata
diesel,suv,1,mahindra,mahindra scorpio,2018,7940,s3 9 seater bsiv,925000,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",third party insurance,9,47000,wb52,2523,manual,11,10,5,13,0,15.4,75.0,200.0,16.0,Kolkata
diesel,suv,1,renault,renault duster,2018,5051,110ps diesel rxz,650000,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",comprehensive,5,20000,wb02,1461,manual,21,13,11,25,9,19.6,108.45,245.0,16.0,Kolkata
petrol,sedan,1,maruti,maruti swift dzire,2013,4238,vxi,285000,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",comprehensive,5,37000,wb02,1197,manual,13,9,8,17,4,19.1,85.8,114.0,14.0,Kolkata
petrol,hatchback,1,hyundai,hyundai grand i10 nios,2022,7094,asta,728000,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",comprehensive,5,9520,wb52,1197,manual,21,12,16,24,11,20.7,81.86,170.553712,15.0,Kolkata
petrol,sedan,1,chevrolet,chevrolet sail,2016,549,1.2 ls abs,210000,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",third party insurance,5,100000,as05,1199,manual,13,11,7,20,7,18.2,82.4,108.5,16.0,Kolkata
cng,hatchback,1,hyundai,hyundai santro,2022,8088,sportz executive cng,535000,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",comprehensive,5,22577,wb24,1086,manual,14,8,7,24,10,0.0,59.18,85.32,16.0,Kolkata
petrol,hatchback,1,hyundai,hyundai i20,2021,8159,asta turbo imt,824000,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",comprehensive,5,9902,wb20,998,manual,27,12,18,35,12,20.0,118.36,170.553712,16.0,Kolkata
petrol,suv,1,ford,ford ecosport,2016,6312,1.5 petrol titanium plus bsiv,500000,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",third party insurance,5,70000,mp09,1497,manual,20,12,13,34,9,17.0,121.36,150.0,16.0,Kolkata
petrol,hatchback,1,hyundai,hyundai grand i10,2020,5602,1.2 kappa magna bsiv,526000,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",comprehensive,5,20101,wb20,1197,manual,13,8,8,23,6,18.9,81.86,170.553712,16.0,Kolkata
petrol,hatchback,1,skoda,skoda fabia,2011,3027,1.2 mpi elegance,180000,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",third party insurance,5,120000,wb06,1198,manual,16,11,11,17,6,16.25,75.0,110.0,15.0,Kolkata
petrol,suv,1,tata,tata nexon,2021,9667,xz plus s bsvi,969999,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",comprehensive,5,15258,wb10,1199,manual,20,13,13,25,11,17.33,118.35,170.0,16.0,Kolkata
petrol,suv,1,hyundai,hyundai venue,2020,6946,sx plus turbo dct bsiv,951000,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",third party,5,36397,wb02,998,automatic,20,11,12,31,6,18.15,118.35,171.6,16.0,Kolkata
petrol,hatchback,1,skoda,skoda fabia,2011,3027,1.2 mpi elegance,180000,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",third party insurance,5,120000,wb06,1198,manual,16,11,11,17,6,16.25,75.0,110.0,15.0,Kolkata
diesel,sedan,1,bmw,bmw 3 series,2012,5291,320d sedan,975000,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",comprehensive,5,52000,wb02,1995,automatic,20,12,14,25,6,16.07,181.0,380.0,16.0,Kolkata
diesel,suv,1,mercedes-benz,mercedes-benz gla class,2019,5889,200 d sport,2250000,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",third party insurance,5,51900,wb26,2143,automatic,28,13,16,30,9,17.9,136.0,300.0,18.0,Kolkata
petrol,sedan,1,honda,honda city,2017,5630,i-vtec cvt zx,750000,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",third party insurance,5,70000,wb02,1497,automatic,27,12,13,29,9,18.0,117.6,145.0,16.0,Kolkata
petrol,suv,1,jeep,jeep compass,2022,8321,model s dct bsvi,2650000,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",third party insurance,5,10000,wb02,1368,automatic,25,13,23,38,12,14.1,160.77,250.0,18.0,Kolkata
diesel,suv,1,bmw,bmw x1,2016,341,sdrive 20d m sport,1950000,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",third party insurance,5,30000,unknown,1995,automatic,18,14,15,27,7,17.05,184.0,380.0,18.0,Kolkata
petrol,suv,2,hyundai,hyundai creta,2019,8179,1.6 vtvt sx plus,930000,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",comprehensive,5,23303,wb06,1591,manual,21,11,16,24,8,13.0,121.3,151.0,17.0,Kolkata
petrol,suv,2,mg,mg hector,2020,7486,sharp dct,1499000,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",third party insurance,5,30000,wb40,1451,automatic,29,11,23,38,9,13.96,141.0,250.0,16.0,Kolkata
diesel,suv,2,mahindra,mahindra xuv500,2017,3804,w4,850000,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",third party insurance,7,70000,wb20,2179,manual,14,10,10,19,8,16.0,140.0,330.0,16.0,Kolkata
petrol,suv,2,hyundai,hyundai creta,2019,8179,1.6 vtvt sx plus,1019999,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",third party insurance,5,50000,wb08,1591,manual,21,11,16,24,8,13.0,121.3,151.0,17.0,Kolkata
petrol,hatchback,1,maruti,maruti swift,2019,7059,zxi plus,614000,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",comprehensive,5,11326,wb12,1197,manual,18,12,14,32,11,21.21,81.8,113.0,16.0,Kolkata
petrol,hatchback,1,maruti,maruti swift,2020,7059,zxi plus,630000,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",comprehensive,5,23609,wb02,1197,manual,18,12,14,32,11,21.21,81.8,113.0,16.0,Kolkata
petrol,hatchback,2,maruti,maruti celerio,2016,3979,vxi,320000,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",third party insurance,5,30000,unknown,998,manual,10,7,5,13,0,23.1,67.04,90.0,16.0,Kolkata
petrol,hatchback,1,hyundai,hyundai santro xing,2014,1711,gls,241000,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",third party insurance,5,60533,wb16,1086,manual,9,6,6,16,4,17.92,62.1,96.1,13.0,Kolkata
petrol,sedan,1,maruti,maruti ciaz,2016,4004,vxi,513000,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",third party,5,46328,wb06,1373,manual,16,10,8,19,6,20.73,91.1,130.0,16.0,Kolkata
petrol,suv,1,mg,mg hector plus,2020,7909,smart dct,1550000,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",third party insurance,6,60000,wb12,1451,automatic,19,4,19,21,9,11.67,141.0,170.553712,16.0,Kolkata
petrol,suv,1,hyundai,hyundai venue,2019,6946,sx plus turbo dct bsiv,1006000,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",zero dep,5,31745,wb02,998,automatic,20,11,12,31,6,18.15,118.35,171.6,16.0,Kolkata
diesel,suv,3,toyota,toyota fortuner,2012,2252,4x2 at,1075000,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",comprehensive,7,78668,wb06,2982,automatic,20,11,12,23,10,12.55,168.5,360.0,17.0,Kolkata
petrol,suv,1,renault,renault kiger,2021,8350,rxz,718000,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",comprehensive,5,3115,wb08,999,manual,17,11,15,25,12,19.17,71.01,96.0,16.0,Kolkata
petrol,hatchback,1,maruti,maruti celerio,2022,8680,zxi plus amt bsvi,635000,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",comprehensive,5,8940,wb42,998,automatic,15,10,12,26,10,26.0,65.71,89.0,15.0,Kolkata
petrol,hatchback,1,hyundai,hyundai grand i10,2015,1542,asta,475000,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",third party insurance,5,10000,wb02,1197,manual,16,11,14,17,7,18.9,82.0,114.0,14.0,Kolkata
petrol,sedan,3,hyundai,hyundai xcent,2014,1873,1.2 kappa s,305000,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",third party insurance,5,40000,wb02,1197,manual,16,9,8,17,4,19.1,82.0,114.0,16.0,Kolkata
petrol,sedan,1,honda,honda city,2018,1216,i vtec vx,755000,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",comprehensive,5,45652,wb02,1497,manual,20,14,11,23,7,17.8,117.3,145.0,15.0,Kolkata
petrol,sedan,1,maruti,maruti ciaz,2019,6552,alpha bsiv,800000,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",third party insurance,5,30000,wb10,1462,manual,23,12,11,27,8,21.56,103.25,138.0,16.0,Kolkata
petrol,sedan,4,jaguar,jaguar xj,2015,5025,2.0l portfolio lwb,1800000,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",comprehensive,5,85033,wb16,1999,automatic,25,15,14,30,9,9.4,237.36,340.0,19.0,Kolkata
petrol,hatchback,1,hyundai,hyundai grand i10,2017,1525,magna,450000,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",third party insurance,5,30000,wb02,1197,manual,9,8,7,18,0,18.9,82.0,114.0,16.0,Kolkata
petrol,hatchback,1,hyundai,hyundai i20,2011,1644,1.2 magna,290000,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",third party insurance,5,70000,wb26,1197,manual,19,14,9,15,8,18.5,103.11962880475131,170.553712,14.0,Kolkata
petrol,hatchback,1,maruti,maruti swift,2019,6189,vxi,580000,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",comprehensive,5,17200,wb02,1197,manual,12,10,5,26,7,22.0,81.8,113.0,16.0,Kolkata
petrol,sedan,1,honda,honda city,2015,7261,vx mt,600000,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",third party insurance,5,18255,wb02,1497,manual,26,12,12,27,9,17.4,117.6,145.0,16.0,Kolkata
petrol,sedan,2,toyota,toyota corolla altis,2015,2144,gl mt,595000,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",third party insurance,5,80000,wb02,1798,manual,21,12,12,27,10,14.28,138.03,173.0,16.0,Kolkata
petrol,hatchback,1,maruti,maruti celerio,2022,8682,zxi bsvi,546000,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",comprehensive,5,6398,wb26,998,manual,12,9,10,25,7,25.24,65.71,89.0,16.0,Kolkata
petrol,hatchback,1,hyundai,hyundai grand i10 nios,2020,7092,amt sportz,588000,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",comprehensive,5,45739,wb26,1197,automatic,14,11,13,24,10,20.7,81.86,170.553712,14.0,Kolkata
diesel,suv,1,toyota,toyota fortuner,2016,2253,4x4 mt,2300000,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",third party insurance,7,46000,wb02,2982,manual,19,11,12,26,10,12.55,168.5,343.0,17.0,Kolkata
petrol,suv,1,honda,honda br-v,2016,1183,i-vtec s mt,499000,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",comprehensive,7,35254,wb02,1497,manual,14,10,12,23,8,15.4,117.3,145.0,16.0,Kolkata
petrol,sedan,1,toyota,toyota yaris,2018,7286,v,623000,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",comprehensive,5,41334,wb12,1496,manual,19,13,13,29,8,17.1,105.5,140.0,15.0,Kolkata
petrol,hatchback,1,honda,honda brio,2014,1188,s mt,300000,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",third party insurance,5,51463,wb20,1198,manual,12,10,6,16,5,19.4,86.8,109.0,16.0,Kolkata
petrol,hatchback,1,maruti,maruti alto 800,2019,6789,vxi bsiv,338000,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",comprehensive,5,29478,wb14,796,manual,7,7,4,14,5,24.7,47.3,69.0,16.0,Kolkata
diesel,muv,1,toyota,toyota innova crysta,2019,7315,2.4 zx mt,1750000,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",comprehensive,7,85101,wb32,2393,manual,26,15,18,33,11,13.68,147.51,343.0,17.0,Kolkata
petrol,hatchback,1,maruti,maruti s-presso,2022,7173,vxi plus 2019-2022,443000,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",comprehensive,5,6903,wb50,998,manual,8,6,5,20,10,21.7,65.71,89.0,16.0,Kolkata
petrol,hatchback,2,hyundai,hyundai i10,2013,1570,sportz,213000,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",comprehensive,5,57602,wb02,1197,manual,10,8,5,11,6,20.36,78.9,111.8,13.0,Kolkata
diesel,sedan,2,porsche,porsche panamera,2013,4515,diesel,3150000,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",third party insurance,4,52047,od02,4806,automatic,20,13,20,28,7,7.5,394.3,500.0,18.0,Kolkata
diesel,suv,1,mercedes-benz,mercedes-benz gle,2017,4651,250d,3700000,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",comprehensive,5,71742,wb02,2143,automatic,30,16,19,32,8,17.9,201.15,500.0,19.0,Kolkata
petrol,suv,1,volvo,volvo xc40,2023,9320,b4 ultimate bsvi,4450000,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",comprehensive,5,413,wb02,1969,automatic,27,12,20,35,12,12.18,197.0,300.0,18.0,Kolkata
petrol,hatchback,1,maruti,maruti alto 800,2015,3943,lxi,234000,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",comprehensive,5,10000,wb08,796,manual,7,7,3,10,0,22.74,47.3,69.0,16.0,Kolkata
petrol,hatchback,1,hyundai,hyundai i10,2009,1589,era 1.1,140000,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",third party insurance,5,50000,unknown,1086,manual,6,7,3,11,0,19.81,68.05,99.04,16.0,Kolkata
petrol,hatchback,1,maruti,maruti baleno,2018,3964,1.2 cvt delta,534000,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",comprehensive,5,18000,wb26,1197,automatic,11,10,12,24,8,21.4,83.1,115.0,16.0,Kolkata
petrol,hatchback,1,maruti,maruti wagon r,2018,4320,amt vxi option,380000,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",comprehensive,5,32000,wb10,998,automatic,12,10,11,21,7,20.51,67.0,90.0,16.0,Kolkata
