ft,bt,ownerNo,oem,model,modelYear,centralVariantId,variantName,price,trendingText,Insurance Validity,Seats,Kms Driven,RTO,Engine Displacement,Transmission,Comfort & Convenience,Interior,Exterior,Safety,Entertainment & Communication,Mileage,Max Power,Torque,Wheel Size,city
petrol,hatchback,2,maruti,maruti s-presso,2022,7173,vxi plus 2019-2022,526000,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",comprehensive,5,9939,ts27,998.0,manual,8,6,5,20,10,21.7,65.71,89.0,16.0,Hyderabad
petrol,hatchback,1,maruti,maruti baleno,2022,6776,alpha,926000,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",third party,5,7156,ts08,1197.0,manual,16,12,16,30,11,21.01,81.8,113.0,16.0,Hyderabad
petrol,sedan,1,toyota,toyota yaris,2018,7283,j,850000,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",comprehensive,5,20608,ts07,1496.0,manual,17,11,5,24,3,17.1,105.94,140.0,16.0,Hyderabad
petrol,sedan,2,maruti,maruti swift dzire,2019,5829,vxi 1.2 bs iv,725000,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",comprehensive,5,92000,ts04,1197.0,manual,18,11,7,27,9,22.0,81.8,113.0,16.0,Hyderabad
petrol,hatchback,2,maruti,maruti celerio,2018,6054,zxi optional amt bsiv,501000,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",comprehensive,5,67553,ts16,998.0,automatic,12,10,10,22,8,23.1,67.04,90.0,16.0,Hyderabad
petrol,sedan,1,maruti,maruti swift dzire,2017,4219,vxi optional,577000,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",third party,5,95286,ts07,1197.0,manual,12,9,11,21,6,20.85,83.14,115.0,16.0,Hyderabad
diesel,suv,1,mahindra,mahindra xuv500,2015,3801,w6 2wd,894999,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",comprehensive,7,66000,ts08,2179.0,manual,19,11,14,22,8,16.0,140.0,330.0,16.0,Hyderabad
petrol,hatchback,1,hyundai,hyundai grand i10,2019,5604,1.2 kappa sportz bsiv,521000,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",zero dep,5,35929,ts08,1197.0,manual,16,9,13,24,7,18.9,81.86,173.80562174236783,16.0,Hyderabad
petrol,suv,1,honda,honda br-v,2016,1185,i-vtec vx mt,650000,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",comprehensive,7,136035,ts09,1497.0,manual,21,12,15,28,9,15.4,117.3,145.0,16.0,Hyderabad
diesel,muv,1,maruti,maruti ertiga,2013,4051,zdi,670000,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",third party insurance,7,93997,ts08,1248.0,manual,15,12,10,23,6,20.77,88.8,200.0,15.0,Hyderabad
petrol,sedan,1,skoda,skoda rapid,2018,3124,1.6 mpi active bsiv,775000,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",third party insurance,5,60000,ts07,1598.0,manual,20,10,9,24,7,15.41,103.2,153.0,16.0,Hyderabad
diesel,suv,1,maruti,maruti vitara brezza,2019,4303,zdi plus dual tone,980000,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",comprehensive,5,52220,ts08,1248.0,manual,22,11,15,27,9,24.3,88.5,200.0,16.0,Hyderabad
petrol,sedan,2,maruti,maruti ciaz,2019,6550,zeta bsiv,830000,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",third party,5,61659,ts10,1462.0,manual,21,11,10,27,8,21.56,103.25,138.0,15.0,Hyderabad
petrol,sedan,1,maruti,maruti swift dzire,2020,7710,zxi bsvi,750000,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",third party insurance,5,65000,ts22,1197.0,manual,19,12,11,26,10,22.41,88.5,113.0,15.0,Hyderabad
diesel,hatchback,1,mahindra,mahindra kuv 100 nxt,2018,6075,d75 k8 dual tone,450000,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",third party insurance,6,120000,ts08,1198.0,manual,20,12,14,27,8,25.32,77.0,190.0,15.0,Hyderabad
diesel,hatchback,2,maruti,maruti swift,2017,4177,vdi optional,600000,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",third party insurance,5,110000,ts17,1248.0,manual,10,10,9,24,6,25.2,74.0,190.0,16.0,Hyderabad
petrol,hatchback,1,maruti,maruti alto 800,2017,10327,vxi,302000,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",third party insurance,5,78969,ts15,796.0,manual,6,6,5,17,5,22.05,47.33,69.0,16.0,Hyderabad
petrol,hatchback,2,hyundai,hyundai grand i10 nios,2021,7094,asta,736000,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",third party,5,38939,ts08,1197.0,manual,21,12,16,24,11,20.7,81.86,173.80562174236783,15.0,Hyderabad
petrol,hatchback,1,maruti,maruti ignis,2019,5553,1.2 zeta bsiv,480000,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",comprehensive,5,88637,ts05,1197.0,manual,12,10,12,23,8,20.89,81.8,113.0,15.0,Hyderabad
