ft,bt,ownerNo,oem,model,modelYear,centralVariantId,variantName,price,trendingText,Insurance Validity,Seats,Kms Driven,RTO,Engine Displacement,Transmission,Comfort & Convenience,Interior,Exterior,Safety,Entertainment & Communication,Mileage,Max Power,Torque,Wheel Size,city
petrol,suv,1,maruti,maruti vitara brezza,2020,7568,vxi,811000,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",third party insurance,5,39109,rj40,1462,manual,18,9,14,28,9,17.03,103.26,171.20369154228854,16.0,Jaipur
petrol,suv,1,maruti,maruti vitara brezza,2022,7568,vxi,894999,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",third party insurance,5,20000,rj25,1462,manual,18,9,14,28,9,17.03,103.26,171.20369154228854,16.0,Jaipur
diesel,suv,1,honda,honda wr-v,2018,5670,i-dtec vx,650000,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",third party insurance,5,80000,rj14,1498,manual,24,12,16,28,8,25.5,98.6,200.0,16.0,Jaipur
petrol,hatchback,1,maruti,maruti celerio,2022,8681,vxi bsvi,590000,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",third party insurance,5,20000,rj45,998,manual,11,7,6,23,0,25.24,65.71,89.0,16.0,Jaipur
diesel,muv,2,toyota,toyota innova,2007,2308,2.5 g (diesel) 8 seater bs iii,300000,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",third party insurance,8,120000,rj23,2494,manual,12,9,4,11,2,12.8,102.0,20.4,15.0,Jaipur
petrol,hatchback,2,maruti,maruti swift,2015,6242,vvt vxi,445000,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",third party insurance,5,70000,unknown,1197,manual,12,10,6,24,7,22.0,81.8,113.0,16.0,Jaipur
petrol,sedan,2,honda,honda city,2016,1217,i vtec cvt vx,650000,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",third party insurance,5,70000,rj14,1497,automatic,21,14,11,23,7,18.0,117.3,145.0,15.0,Jaipur
petrol,hatchback,3,maruti,maruti alto,2010,3903,lxi,150000,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",third party insurance,5,110000,unknown,796,manual,5,4,2,6,2,19.7,46.3,62.0,12.0,Jaipur
petrol,hatchback,1,volkswagen,volkswagen polo,2011,1956,petrol comfortline 1.2l,300000,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",third party insurance,5,70000,gj10,1198,manual,9,11,12,14,6,16.47,73.9,110.0,15.0,Jaipur
diesel,suv,1,jeep,jeep compass,2019,6874,2.0 sport plus bsiv,1889999,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",comprehensive,5,9106,rj01,1956,manual,12,11,13,22,8,17.1,170.0,350.0,16.0,Jaipur
petrol,sedan,1,honda,honda amaze,2019,6423,vx petrol bsiv,579000,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",third party insurance,5,90239,rj45,1199,manual,19,12,10,28,10,19.5,88.76,110.0,14.0,Jaipur
petrol,hatchback,2,hyundai,hyundai eon,2014,1500,1.0 kappa magna plus,298000,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",comprehensive,5,31608,rj02,998,manual,8,8,7,14,5,20.3,68.05,94.14,16.0,Jaipur
petrol,sedan,1,honda,honda amaze,2019,6415,s petrol bsiv,595000,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",third party insurance,5,58740,rj02,1199,manual,14,11,8,27,8,19.5,88.76,110.0,16.0,Jaipur
petrol,hatchback,2,hyundai,hyundai i20,2018,5699,1.2 spotz,544000,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",third party,5,73398,rj21,1197,manual,16,10,10,24,8,18.6,81.83,114.7,16.0,Jaipur
petrol,sedan,1,maruti,maruti ciaz,2019,6555,alpha automatic bsiv,894999,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",third party,5,29393,rj45,1462,automatic,22,12,11,29,8,20.28,103.25,138.0,16.0,Jaipur
diesel,hatchback,2,volkswagen,volkswagen polo,2016,6005,1.5 tdi highline plus,425000,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",third party insurance,5,100000,unknown,1498,manual,17,11,15,22,9,20.14,88.0,230.0,16.0,Jaipur
petrol,sedan,2,honda,honda new accord,2008,1378,2.4 mt,244000,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",third party insurance,5,150000,rj14,2354,manual,17,10,9,20,6,12.8,177.6,222.0,16.0,Jaipur
diesel,suv,1,toyota,toyota fortuner,2013,2251,4x2 manual,1555000,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",third party insurance,7,150000,rj22,2982,manual,19,11,12,23,10,13.0,168.5,343.0,17.0,Jaipur
diesel,sedan,2,audi,audi a6,2013,56,2.0 tdi premium plus,1450000,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",third party insurance,5,40000,unknown,1968,automatic,22,13,13,31,11,17.68,174.33,380.0,17.0,Jaipur
petrol,hatchback,2,renault,renault kwid,2019,8707,1.0 rxt optional at 2016-2019,370000,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",third party insurance,5,30000,rj34,999,automatic,9,9,7,21,6,23.01,67.0,91.0,16.0,Jaipur
diesel,suv,1,kia,kia seltos,2019,7121,gtx plus diesel at,1525000,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",comprehensive,5,44354,rj45,1493,automatic,24,14,20,34,11,18.0,113.43,250.0,17.0,Jaipur
petrol,hatchback,2,renault,renault kwid,2016,5375,1.0 rxt optional,290000,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",comprehensive,5,65000,rj18,999,manual,9,9,7,21,6,23.01,67.0,91.0,16.0,Jaipur
diesel,hatchback,1,maruti,maruti swift,2016,6195,vdi,525000,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",comprehensive,5,79700,rj14,1248,manual,12,10,5,26,7,28.4,74.0,190.0,16.0,Jaipur
diesel,muv,2,toyota,toyota innova,2007,2308,2.5 g (diesel) 8 seater bs iii,285000,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",third party insurance,8,120000,unknown,2494,manual,12,9,4,11,2,12.8,102.0,20.4,15.0,Jaipur
petrol,hatchback,1,maruti,maruti baleno,2019,3970,1.2 alpha,650000,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",third party insurance,5,30000,rj22,1197,manual,15,12,13,28,9,21.4,83.1,115.0,16.0,Jaipur
diesel,suv,1,kia,kia sonet,2021,8060,1.5 gtx plus diesel at dt,1325000,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",comprehensive,5,45204,rj19,1493,automatic,27,14,20,34,11,0.0,113.42,171.20369154228854,16.0,Jaipur
diesel,hatchback,1,hyundai,hyundai i20,2017,1605,magna 1.4 crdi,575000,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",comprehensive,5,81000,rj14,1396,manual,13,8,6,21,6,22.54,88.73,219.7,16.0,Jaipur
petrol,sedan,1,honda,honda city,2008,1290,gxi,170000,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",third party insurance,5,120000,unknown,1497,manual,14,9,6,13,5,17.7,78.0,12.7,14.0,Jaipur
petrol,hatchback,2,hyundai,hyundai grand i10 nios,2020,7091,sportz,590000,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",third party insurance,5,40000,rj13,1197,manual,15,11,12,24,10,20.7,81.86,171.20369154228854,14.0,Jaipur
petrol,hatchback,2,hyundai,hyundai i20,2019,6813,asta option cvt bsiv,753000,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",zero dep,5,33236,rj45,1197,automatic,26,12,13,29,8,17.4,81.86,171.20369154228854,16.0,Jaipur
petrol,hatchback,2,hyundai,hyundai grand i10,2014,1543,at sportz,425000,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",third party insurance,5,50000,unknown,1197,automatic,12,9,11,16,7,18.9,81.86,113.75,16.0,Jaipur
petrol,hatchback,1,maruti,maruti baleno,2019,3962,1.2 delta,587000,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",comprehensive,5,47214,rj45,1197,manual,11,10,12,24,8,21.4,83.1,115.0,16.0,Jaipur
petrol,hatchback,2,hyundai,hyundai grand i10 nios,2019,7094,asta,580000,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",third party insurance,5,54670,rj45,1197,manual,21,12,16,24,11,20.7,81.86,171.20369154228854,15.0,Jaipur
petrol,sedan,2,honda,honda amaze,2018,1161,e i-vtec,530000,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",third party insurance,5,30000,rj14,1198,manual,10,10,4,15,0,17.8,86.7,109.0,16.0,Jaipur
diesel,suv,1,mahindra,mahindra bolero,2013,3471,xl 9 str,400000,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",third party insurance,7,120000,rj01,2523,manual,11,9,6,8,3,15.96,62.0,195.0,15.0,Jaipur
petrol,sedan,2,tata,tata zest,2016,3017,revotron 1.2 xt,300000,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",third party insurance,5,120000,rj19,1193,manual,14,10,10,26,10,17.57,88.7,140.0,15.0,Jaipur
diesel,suv,1,toyota,toyota fortuner,2015,2259,4x4 at,1595000,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",comprehensive,7,125000,rj14,2982,automatic,20,11,12,26,10,12.55,168.5,360.0,17.0,Jaipur
diesel,sedan,1,ford,ford aspire,2017,1052,1.5 tdci trend,380000,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",third party insurance,5,100000,rj14,1498,manual,16,10,7,21,7,25.83,99.0,215.0,16.0,Jaipur
petrol,hatchback,2,hyundai,hyundai i20,2017,5701,1.2 asta option,625000,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",comprehensive,5,57000,rj14,1197,manual,21,11,12,28,9,18.6,81.83,114.7,16.0,Jaipur
lpg,hatchback,2,chevrolet,chevrolet spark,2011,594,1.0 ls lpg,160000,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",third party insurance,5,70000,rj14,995,manual,8,7,5,8,0,16.0,59.0,88.4,13.0,Jaipur
diesel,hatchback,1,volkswagen,volkswagen polo,2017,1940,1.5 tdi highline,525000,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",third party insurance,5,120000,rj31,1498,manual,16,11,14,21,9,20.14,88.0,230.0,15.0,Jaipur
petrol,hatchback,1,maruti,maruti baleno,2022,8817,zeta bsvi,850000,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",third party insurance,5,30000,rj05,1197,manual,14,11,15,30,14,22.35,88.5,113.0,16.0,Jaipur
diesel,suv,2,ford,ford endeavour,2008,928,3.0 4x4 thunder plus,390000,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",third party insurance,0,120000,hr26,2953,manual,0,0,0,0,0,11.4,96.15733953488372,171.20369154228854,16.0,Jaipur
petrol,suv,1,kia,kia seltos,2021,7107,htx g,1490000,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",third party insurance,5,3844,rj01,1497,manual,23,12,18,30,10,16.8,113.43,144.0,17.0,Jaipur
diesel,sedan,4,chevrolet,chevrolet cruze,2011,477,ltz,190000,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",third party insurance,5,120000,rj14,1991,manual,20,11,10,18,6,18.3,147.9,327.0,16.0,Jaipur
petrol,hatchback,1,renault,renault kwid,2020,10079,1.0 rxt,375000,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",comprehensive,5,50000,rj18,999,manual,9,8,10,23,8,21.46,67.06,91.0,16.0,Jaipur
petrol,suv,3,honda,honda cr-v,2008,1332,rvi mt,180000,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",third party insurance,5,120000,rj14,2354,manual,16,11,9,17,4,13.1,141.1,190.0,17.0,Jaipur
diesel,suv,2,mahindra,mahindra xuv500,2015,3814,w10 1.99 mhawk,950000,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",third party insurance,7,80000,rj27,1997,manual,23,11,17,29,7,16.0,140.0,320.0,17.0,Jaipur
petrol,sedan,1,maruti,maruti swift dzire,2012,10244,vxi,383000,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",comprehensive,5,94554,rj14,1197,manual,15,10,9,24,8,22.41,88.5,113.0,16.0,Jaipur
petrol,hatchback,1,maruti,maruti baleno,2021,6779,zeta,713000,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",zero dep,5,15991,rj45,1197,manual,16,11,15,27,11,21.01,81.8,113.0,16.0,Jaipur
diesel,suv,3,mahindra,mahindra scorpio,2013,5682,vlx 4wd 7s bsiv,520000,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",third party insurance,7,70000,rj18,2179,manual,17,8,13,17,4,12.05,120.0,290.0,16.0,Jaipur
diesel,sedan,1,maruti,maruti swift dzire,2017,5825,amt zdi plus,655000,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",third party insurance,5,72918,rj14,1248,automatic,23,13,11,33,10,28.4,74.02,190.0,15.0,Jaipur
petrol,hatchback,1,datsun,datsun redigo,2018,6124,amt 1.0 t option,313000,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",comprehensive,5,22982,rj14,999,automatic,10,7,6,15,5,22.5,67.0,91.0,16.0,Jaipur
diesel,hatchback,1,hyundai,hyundai i20,2015,1486,sportz 1.4 crdi,575000,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",comprehensive,5,76000,rj20,1396,manual,14,10,10,21,7,22.54,88.73,219.7,16.0,Jaipur
diesel,sedan,1,skoda,skoda rapid,2017,3141,1.5 tdi ambition bsiv,675000,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",third party insurance,5,115000,rj14,1498,manual,22,13,11,27,6,21.13,108.6,250.0,15.0,Jaipur
diesel,suv,1,maruti,maruti vitara brezza,2018,4297,vdi,825000,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",comprehensive,5,73000,rj18,1248,manual,12,9,8,25,9,24.3,88.5,200.0,16.0,Jaipur
diesel,suv,2,ford,ford endeavour,2016,914,2.2 trend at 4x2,2075000,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",third party insurance,7,90000,unknown,2198,automatic,19,12,16,26,9,12.62,158.0,385.0,18.0,Jaipur
petrol,hatchback,1,hyundai,hyundai santro,2019,6667,sportz bsiv,445000,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",third party insurance,5,30000,rj41,1086,manual,14,8,9,22,7,20.3,68.0,99.0,16.0,Jaipur
diesel,hatchback,2,hyundai,hyundai grand i10,2014,1554,crdi asta option,350000,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",third party insurance,5,80000,rj14,1120,manual,13,10,12,21,4,24.0,70.0,160.0,14.0,Jaipur
petrol,suv,1,mercedes-benz,mercedes-benz amg glc 43,2022,8592,4matic coupe bsvi,9000000,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",comprehensive,5,23200,rj45,2996,automatic,32,16,26,34,15,0.0,384.87,520.0,16.0,Jaipur
petrol,suv,1,skoda,skoda kushaq,2022,8477,1.0 tsi ambition bsvi,1300000,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",third party insurance,5,10000,unknown,999,manual,21,10,17,28,10,19.2,113.98,178.0,16.0,Jaipur
diesel,suv,2,mahindra,mahindra xuv500,2012,7923,w8 awd,330000,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",third party insurance,7,120000,unknown,2179,manual,17,11,12,22,6,15.1,140.0,330.0,17.0,Jaipur
petrol,hatchback,1,hyundai,hyundai grand i10 nios,2022,7092,amt sportz,750000,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",third party insurance,5,10000,rj45,1197,automatic,14,11,13,24,10,20.7,81.86,171.20369154228854,14.0,Jaipur
petrol,hatchback,1,hyundai,hyundai grand i10 nios,2022,7092,amt sportz,750000,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",third party insurance,5,10000,rj45,1197,automatic,14,11,13,24,10,20.7,81.86,171.20369154228854,14.0,Jaipur
petrol,muv,1,renault,renault triber,2020,7421,rxz bsvi,670000,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",third party insurance,7,30000,rj28,999,manual,16,11,11,22,8,20.0,71.01,96.0,16.0,Jaipur
petrol,suv,1,maruti,maruti vitara brezza,2022,7568,vxi,894999,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",third party insurance,5,20000,rj25,1462,manual,18,9,14,28,9,17.03,103.26,171.20369154228854,16.0,Jaipur
petrol,hatchback,1,chevrolet,chevrolet aveo u-va,2007,416,1.2 ls,90000,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",third party insurance,5,60000,rj14,1150,manual,10,7,5,11,0,15.26,74.9,110.0,13.0,Jaipur
petrol,hatchback,1,maruti,maruti celerio,2017,10360,zxi amt,365000,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",comprehensive,5,107963,rj14,998,automatic,11,9,10,25,7,26.0,65.71,89.0,16.0,Jaipur
diesel,suv,2,renault,renault duster,2012,5052,110ps diesel rxz,347000,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",third party,5,121243,rj14,1461,manual,15,9,11,22,7,19.01,108.45,248.0,16.0,Jaipur
diesel,suv,1,tata,tata harrier,2020,6711,xz bsiv,1470000,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",third party insurance,5,100000,rj45,1956,manual,25,12,12,35,8,17.0,138.1,350.0,17.0,Jaipur
petrol,hatchback,1,honda,honda brio,2015,1188,s mt,309000,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",comprehensive,5,67194,rj14,1198,manual,12,10,6,16,5,19.4,86.8,109.0,16.0,Jaipur
petrol,sedan,2,honda,honda city,2016,1215,i vtec v,586000,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",comprehensive,5,69236,rj14,1497,manual,17,12,10,23,7,17.8,117.3,145.0,15.0,Jaipur
diesel,suv,1,honda,honda wr-v,2019,5670,i-dtec vx,900000,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",third party insurance,5,80000,rj19,1498,manual,24,12,16,28,8,25.5,98.6,200.0,16.0,Jaipur
petrol,suv,2,jeep,jeep compass,2018,5936,1.4 sport,900000,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",third party insurance,5,90000,rj40,1368,manual,13,12,12,21,8,16.0,160.0,250.0,16.0,Jaipur
diesel,suv,1,mg,mg hector,2020,6939,sharp diesel mt bsiv,1550000,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",third party insurance,5,60000,unknown,1956,manual,22,11,16,31,8,17.41,167.68,350.0,16.0,Jaipur
diesel,suv,2,land rover,land rover discovery sport,2017,4856,td4 se,2300000,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",third party insurance,7,80000,unknown,1999,automatic,16,13,12,31,10,12.83,148.31,171.20369154228854,18.0,Jaipur
diesel,suv,2,land rover,land rover range rover evoque,2016,5537,2.0 td4 hse,3200000,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",comprehensive,5,81317,rj14,1999,automatic,25,13,15,36,10,15.68,177.0,430.0,18.0,Jaipur
petrol,hatchback,2,hyundai,hyundai i10,2015,1578,magna 1.2 itech se,254999,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",third party insurance,5,60000,unknown,1197,manual,12,7,5,12,0,20.36,78.9,111.7,13.0,Jaipur
diesel,suv,1,renault,renault duster,2015,5079,85ps diesel rxe,355000,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",third party insurance,5,80000,unknown,1461,manual,11,9,2,15,0,19.87,83.8,200.0,16.0,Jaipur
diesel,suv,2,renault,renault duster,2018,5045,85ps diesel rxs,650000,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",third party insurance,5,60000,rj01,1461,manual,17,11,10,24,9,19.87,83.8,200.0,16.0,Jaipur
diesel,hatchback,3,hyundai,hyundai grand i10,2014,1556,crdi sportz,275000,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",third party insurance,5,110000,hr36,1120,manual,12,9,9,17,4,24.0,70.0,160.0,16.0,Jaipur
diesel,sedan,2,ford,ford fiesta classic,2011,876,1.4 duratorq lxi,150000,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",third party insurance,5,120000,rj14,1399,manual,7,9,5,14,0,19.68,67.0,160.0,16.0,Jaipur
