ft,bt,ownerNo,oem,model,modelYear,centralVariantId,variantName,price,Insurance Validity,Seats,Kms Driven,RTO,Engine Displacement,Transmission,Comfort & Convenience,Interior,Exterior,Safety,Entertainment & Communication,Mileage,Max Power,Torque,Wheel Size,city
1,8,1,9,69,2017,1450,200,850000,5,5,84000,315,1396,1,19,10,10,23,9,21.38,88.7,219.7,16.0,3
4,2,1,29,261,2023,7381,1798,665000,5,5,10000,228,1199,1,8,11,7,21,8,19.01,84.82,113.0,16.0,3
1,7,1,31,290,2013,2011,920,360000,5,5,110000,199,1598,1,17,12,10,18,7,20.54,103.6,250.0,15.0,3
1,8,1,9,69,2022,10546,1537,1850000,2,5,64000,195,1493,0,27,13,18,28,11,0.0,113.45,250.0,17.0,3
4,2,4,19,140,2009,3903,1192,120000,5,5,90000,315,796,1,5,4,2,6,2,19.7,46.3,62.0,12.0,3
4,2,2,8,62,2019,6506,1664,600000,5,5,56000,202,1199,0,21,13,13,25,9,18.2,88.7,110.0,15.0,3
1,8,2,6,48,2013,908,256,360000,5,5,120000,315,1498,1,16,13,12,19,7,22.7,89.84,204.0,16.0,3
1,2,1,9,76,2015,1476,1501,625000,2,5,75000,199,1396,1,17,10,10,22,7,22.54,88.73,219.7,16.0,3
4,8,1,8,65,2019,5475,1127,740000,2,5,26633,189,1199,1,19,11,10,28,7,17.5,88.7,110.0,16.0,3
4,2,2,19,140,2009,3903,1192,142000,5,5,100000,199,796,1,5,4,2,6,2,19.7,46.3,62.0,12.0,3
4,7,2,8,59,2020,7902,1664,1200000,5,5,40000,226,1498,0,27,12,14,33,10,18.3,119.35,145.0,16.0,3
4,2,1,9,81,2022,7459,1481,575000,4,5,4527,202,1086,1,12,9,7,22,11,20.3,68.05,99.0,16.0,3
4,2,1,4,38,2017,6211,733,321000,2,5,25446,226,999,0,10,7,6,19,5,23.0,67.0,91.0,16.0,3
4,8,1,8,65,2019,5668,1131,680000,2,5,50923,226,1199,1,21,12,15,28,8,17.5,88.7,110.0,16.0,3
1,8,1,19,169,2017,4300,1870,825000,2,5,56123,199,1248,1,22,11,15,27,9,24.3,88.5,200.0,16.0,3
4,2,1,19,170,2015,4310,1694,396000,2,5,64984,199,998,1,11,10,11,17,6,20.51,67.04,90.0,16.0,3
4,2,2,19,143,2019,5920,78,742000,6,5,77561,198,1197,0,15,12,13,28,9,21.4,83.1,115.0,16.0,3
1,8,1,19,167,2018,6026,1882,851000,5,5,90000,315,1248,1,20,11,14,28,8,25.1,88.5,200.0,16.0,3
1,8,1,19,169,2018,4300,1870,840000,2,5,85123,199,1248,1,22,11,15,27,9,24.3,88.5,200.0,16.0,3
1,7,1,8,59,2019,5621,1120,851000,2,5,90456,189,1498,1,19,11,9,26,7,25.6,97.9,200.0,15.0,3
1,8,1,12,97,2017,5931,446,1300000,2,5,94215,223,1956,1,13,11,15,22,8,17.1,170.0,350.0,17.0,3
1,8,2,16,134,2016,3807,1721,969999,2,7,76200,230,2179,1,23,11,17,30,8,16.0,140.0,330.0,17.0,3
4,8,1,8,65,2019,5668,1131,775000,2,5,59000,226,1199,1,21,12,15,28,8,17.5,88.7,110.0,16.0,3
1,5,1,30,275,2016,2283,536,1100000,5,8,80000,315,2494,1,10,12,10,20,10,12.99,100.6,200.0,15.0,3
1,7,1,19,149,2017,5718,179,700000,2,5,112000,199,1248,1,18,11,9,24,8,28.09,88.5,200.0,16.0,3
4,8,1,19,145,2023,10388,1676,1100000,5,5,20000,226,1462,1,11,11,12,26,11,17.38,101.65,136.8,16.0,3
4,8,1,29,253,2020,6499,122,915000,5,5,20000,226,1198,0,10,11,6,22,6,17.0,108.5,170.0,16.0,3
4,8,1,31,287,2021,10260,319,1850000,2,5,46100,226,1498,0,23,14,24,29,12,17.88,147.51,250.0,17.0,3
4,2,1,19,143,2020,6778,1453,600000,2,5,51374,221,1197,1,9,8,6,25,0,21.01,81.8,113.0,16.0,3
1,8,1,19,169,2019,4299,1867,900000,5,5,40000,56,1248,1,16,11,12,25,9,24.3,88.5,200.0,16.0,3
4,2,2,19,146,2019,6051,1908,400000,5,5,110000,226,998,1,11,9,10,20,8,23.1,67.04,90.0,16.0,3
1,5,4,19,151,2015,4043,1448,540000,5,7,120000,315,1248,1,15,8,9,24,8,24.52,88.5,200.0,16.0,3
4,8,3,8,65,2018,5668,1131,640000,6,5,48089,226,1199,1,21,12,15,28,8,17.5,88.7,110.0,16.0,3
4,7,2,8,59,2018,5628,1131,798000,5,5,51046,189,1497,1,26,12,12,27,9,17.4,117.6,145.0,16.0,3
4,2,1,9,73,2015,1549,1481,385000,4,5,62134,188,1197,1,12,9,9,17,4,18.9,82.0,114.0,16.0,3
4,2,1,8,62,2016,1341,164,484999,2,5,54256,199,1199,1,14,12,13,22,10,18.7,88.7,110.0,15.0,3
4,7,2,19,149,2017,5723,236,528000,4,5,118046,199,1373,1,19,11,10,25,8,20.73,91.1,130.0,15.0,3
4,8,1,28,237,2021,7319,31,1000000,2,5,44461,226,999,1,14,10,11,26,10,19.2,113.98,178.0,16.0,3
4,2,1,9,73,2020,7716,1481,545000,5,5,80000,226,1197,1,16,9,13,25,7,18.9,81.86,171.20369154228854,16.0,3
1,5,2,30,275,2015,2311,528,835000,5,8,125000,199,2494,1,14,9,6,11,2,12.8,102.0,20.4,15.0,3
1,8,2,16,125,2013,3705,1644,635000,5,8,120000,203,2179,1,12,8,11,18,4,12.05,120.0,290.0,16.0,3
4,7,1,19,149,2017,5722,203,621000,2,5,70123,199,1373,1,17,11,9,24,8,20.73,91.1,130.0,16.0,3
1,8,1,9,69,2016,1451,201,850000,5,5,80000,199,1396,1,20,10,11,24,8,21.38,88.7,219.7,16.0,3
4,7,1,8,59,2019,5626,1129,980000,5,5,80000,315,1497,1,25,11,11,28,9,17.4,117.6,145.0,15.0,3
1,8,3,23,214,2007,3440,554,450000,5,6,120000,315,2835,1,16,12,13,21,4,10.5,107.2,275.0,15.0,3
1,8,1,20,195,2015,4663,1263,3190000,2,5,114756,200,2143,0,23,14,18,28,8,15.26,203.2,500.0,18.0,3
1,5,1,19,151,2016,4046,1450,899000,2,7,23793,199,1248,1,15,11,12,24,8,24.52,88.5,200.0,15.0,3
1,8,2,30,271,2011,2263,586,1200000,2,7,100181,199,2982,1,17,13,16,24,7,11.5,96.15733953488372,343.0,17.0,3
4,2,1,19,146,2016,7366,1891,360000,2,5,60000,202,998,1,9,9,10,21,8,21.63,67.05,90.0,16.0,3
4,8,1,13,103,2019,7112,1060,1395000,2,5,16858,226,1353,1,23,13,20,33,10,16.5,138.08,171.20369154228854,17.0,3
1,8,2,16,130,2017,3753,1575,600000,5,7,80000,233,1493,1,8,10,9,22,7,18.49,100.0,240.0,16.0,3
4,2,1,27,230,2022,7428,1348,453000,4,5,7414,226,799,1,5,8,5,20,0,22.25,53.26,72.0,16.0,3
4,2,1,6,52,2020,7593,1597,534000,4,5,18206,226,1194,1,16,7,6,21,6,18.5,94.93,119.0,16.0,3
4,7,2,8,59,2016,1215,1115,610000,2,5,77000,199,1497,1,17,12,10,23,7,17.8,117.3,145.0,15.0,3
1,8,1,6,48,2019,6092,252,709000,4,5,56569,226,1498,1,15,11,11,28,9,23.0,98.96,205.0,16.0,3
4,7,1,28,241,2021,7257,31,1000000,2,5,44461,226,999,1,15,11,11,26,10,19.47,113.98,178.0,16.0,3
4,2,2,19,141,2019,7073,1192,320000,5,5,40000,226,796,1,5,6,4,13,0,22.05,47.33,69.0,16.0,3
4,7,1,19,164,2022,7710,1905,890000,5,5,20000,315,1197,1,19,12,11,26,10,22.41,88.5,113.0,15.0,3
4,7,1,8,56,2020,7443,1674,725000,5,5,30000,226,1199,1,20,12,10,29,11,18.6,88.76,110.0,16.0,3
1,8,1,12,97,2017,5932,449,1150000,5,5,120000,226,1956,1,14,11,16,22,8,17.1,170.0,350.0,17.0,3
1,8,2,9,69,2017,1444,343,1010000,5,5,90000,226,1582,0,21,11,16,24,8,17.01,126.2,259.9,17.0,3
1,8,1,8,57,2016,1182,1122,790000,2,7,43919,189,1498,1,20,12,14,28,9,21.9,98.6,200.0,16.0,3
1,8,1,9,69,2015,1442,347,888000,5,5,80000,315,1582,1,20,10,16,23,9,19.67,126.2,259.9,16.0,3
1,7,2,9,86,2016,1787,339,695000,2,5,72602,199,1582,0,16,10,9,25,7,19.08,126.2,259.9,15.0,3
4,2,1,9,73,2016,1549,1481,425000,5,5,86000,199,1197,1,12,9,9,17,4,18.9,82.0,114.0,16.0,3
4,2,1,27,230,2020,7897,18,425000,2,5,32355,226,999,1,5,8,5,23,0,21.46,67.06,91.0,16.0,3
4,2,2,9,76,2021,8153,1490,710000,5,5,40000,226,1197,1,21,10,12,33,11,21.0,81.8,114.74,16.0,3
4,7,1,8,59,2020,6909,1628,1060000,5,5,30000,193,1498,1,24,10,12,32,10,18.6,119.35,145.0,15.0,3
1,8,1,1,20,2016,337,1425,2390000,2,5,94724,199,1995,0,23,13,16,28,8,17.05,184.0,380.0,17.0,3
1,7,1,32,294,2017,2074,879,2500000,2,5,72916,226,2400,0,26,13,14,38,12,19.6,190.0,440.0,16.0,3
4,2,1,19,170,2016,4310,1694,400000,5,5,100000,199,998,1,11,10,11,17,6,20.51,67.04,90.0,16.0,3
4,7,1,28,239,2019,7203,404,2190000,2,5,41521,226,1798,0,28,13,13,34,9,15.1,177.0,250.0,16.0,3
4,8,2,29,253,2019,5994,127,723000,2,5,76065,204,1198,1,17,12,10,23,8,17.0,108.5,170.0,16.0,3
1,8,3,23,214,2007,3440,554,450000,5,6,120000,315,2835,1,16,12,13,21,4,10.5,107.2,275.0,15.0,3
4,2,2,19,143,2022,8817,1880,790000,6,5,9909,230,1197,1,14,11,15,30,14,22.35,88.5,113.0,16.0,3
4,7,2,8,59,2018,5628,1131,795000,4,5,37811,188,1497,1,26,12,12,27,9,17.4,117.6,145.0,16.0,3
1,7,3,29,250,2014,2768,835,252000,5,5,60000,315,1248,1,12,9,5,15,7,21.02,88.76,200.0,16.0,3
1,7,2,31,290,2015,2040,308,610000,5,5,120000,315,1498,1,15,12,8,20,4,20.34,103.2,250.0,15.0,3
1,7,1,0,1,2015,5741,634,2190000,2,5,42840,188,1968,0,18,14,14,30,9,20.38,143.0,320.0,17.0,3
4,8,1,16,133,2019,6794,1745,1019999,5,5,60000,315,1197,1,20,12,15,32,8,17.0,110.0,200.0,17.0,3
1,2,1,29,247,2013,2608,751,200000,5,5,120000,321,1248,1,14,0,6,0,5,18.0,96.15733953488372,171.20369154228854,14.0,3
4,2,2,19,163,2018,7059,1912,650000,2,5,70000,193,1197,1,18,12,14,32,11,21.21,81.8,113.0,16.0,3
4,8,1,21,198,2022,8646,1470,1425000,5,5,8401,189,1498,0,23,11,20,36,12,14.82,108.49,144.0,17.0,3
4,5,1,13,101,2022,8788,1175,1789999,2,6,16275,202,1353,0,24,14,21,30,11,16.5,138.05,171.20369154228854,16.0,3
4,8,1,6,48,2019,6086,276,630000,5,5,30000,168,1497,1,14,10,8,26,8,17.0,121.36,150.0,16.0,3
4,8,1,13,103,2021,7107,1096,1450000,2,5,22289,202,1497,1,23,12,18,30,10,16.8,113.43,144.0,17.0,3
4,2,1,27,230,2018,5982,17,285000,4,5,70123,199,999,1,6,5,6,11,5,23.01,67.0,91.0,16.0,3
4,5,1,27,234,2019,7420,1359,535000,2,7,50123,199,999,1,13,10,7,24,8,20.0,71.01,96.0,16.0,3
4,2,1,19,146,2018,7362,1898,434999,2,5,70123,199,998,0,9,10,10,23,8,21.63,67.05,90.0,16.0,3
4,2,3,9,71,2016,1502,996,229999,5,5,100000,195,814,1,9,6,6,13,0,21.1,55.2,74.5,16.0,3
1,8,3,16,134,2014,3824,1742,550000,5,7,110000,308,2179,1,17,11,12,22,6,15.1,140.0,330.0,17.0,3
1,7,1,31,281,2017,6307,310,574000,4,5,99643,199,1498,1,16,11,11,24,8,21.66,108.62,250.0,16.0,3
4,8,1,8,65,2017,5668,1131,589000,6,5,103116,199,1199,1,21,12,15,28,8,17.5,88.7,110.0,16.0,3
1,7,1,2,31,2017,545,178,350000,5,5,120000,199,1248,1,12,8,4,13,0,22.1,74.0,190.0,16.0,3
4,2,1,19,142,2017,3954,1684,377000,2,5,43202,212,998,0,8,8,5,17,5,23.95,67.1,90.0,16.0,3
4,7,1,31,281,2017,6305,116,544000,2,5,57671,199,1198,1,17,11,11,23,9,17.0,73.75,110.0,16.0,3
4,2,3,9,71,2014,5548,5,225000,2,5,70000,222,998,1,7,6,5,12,0,20.3,68.05,94.14,16.0,3
4,8,1,21,202,2021,8344,1439,1700000,5,6,40000,199,1451,0,20,5,23,24,10,16.56,141.0,171.20369154228854,18.0,3
4,7,2,19,149,2017,5724,191,600000,5,5,60000,199,1373,1,21,12,11,25,9,20.73,91.1,130.0,16.0,3
4,8,1,19,169,2021,7568,1676,869999,5,5,60000,226,1462,1,18,9,14,28,9,17.03,103.26,171.20369154228854,16.0,3
1,7,1,20,184,2019,4549,560,2490000,2,5,74700,218,2143,0,24,13,15,28,9,17.9,136.0,300.0,17.0,3
1,7,3,19,164,2015,4209,1635,500000,5,5,110000,315,1248,1,12,9,10,19,6,26.59,74.0,190.0,16.0,3
4,2,4,9,75,2010,1589,990,180000,5,5,100000,189,1086,1,6,7,3,11,0,19.81,68.05,99.04,16.0,3
4,7,1,19,149,2020,7408,900,800000,5,5,60000,315,1462,1,13,8,10,22,7,20.65,103.25,138.0,15.0,3
1,8,1,12,97,2018,7660,441,1500000,2,5,62000,198,1956,1,15,12,18,25,8,17.1,170.63,350.0,18.0,3
1,8,2,1,21,2012,353,1771,850000,5,5,120000,315,1995,0,23,12,17,26,6,16.09,184.0,380.0,17.0,3
1,7,2,27,233,2014,5127,929,270000,5,5,90000,46,1461,1,18,11,12,24,7,21.64,84.8,200.0,15.0,3
1,7,3,9,86,2013,1833,337,409999,5,5,120000,199,1582,1,11,9,6,13,5,22.32,126.3,259.9,15.0,3
4,7,1,19,149,2019,6551,899,725000,5,5,40000,226,1462,1,18,11,9,25,8,21.56,103.25,138.0,15.0,3
4,8,2,19,169,2020,7570,1891,900000,5,5,60000,226,1462,1,24,11,16,28,11,17.03,103.26,171.20369154228854,16.0,3
4,2,1,19,143,2018,3969,168,625000,5,5,50000,222,1197,1,13,12,13,27,8,21.4,83.1,115.0,16.0,3
4,2,1,19,143,2019,3969,168,665000,2,5,42811,226,1197,1,13,12,13,27,8,21.4,83.1,115.0,16.0,3
4,2,1,19,148,2018,6042,1909,453000,6,5,82558,226,998,1,9,10,11,21,7,21.63,67.0,90.0,16.0,3
4,7,1,19,149,2019,6551,899,750000,5,5,40000,226,1462,1,18,11,9,25,8,21.56,103.25,138.0,15.0,3
1,8,1,6,48,2018,6093,247,692000,2,5,104521,188,1498,1,17,12,12,27,9,23.0,98.96,205.0,16.0,3
4,2,1,19,143,2018,3962,81,525000,2,5,95745,191,1197,1,11,10,12,24,8,21.4,83.1,115.0,16.0,3
1,2,1,9,73,2018,1529,863,480000,5,5,78000,199,1120,1,9,8,7,18,0,24.0,70.0,160.0,16.0,3
1,7,3,1,14,2013,242,614,1100000,5,5,90000,315,1995,0,19,11,11,27,5,18.88,184.0,380.0,17.0,3
1,7,3,28,238,2009,3070,413,250000,5,5,150000,188,1896,1,17,12,11,21,4,17.0,96.15733953488372,250.0,15.0,3
4,2,2,19,143,2020,6779,1875,680000,5,5,70000,315,1197,1,16,11,15,27,11,21.01,81.8,113.0,16.0,3
4,2,2,19,143,2020,6779,1875,680000,5,5,70000,315,1197,1,16,11,15,27,11,21.01,81.8,113.0,16.0,3
1,7,2,8,59,2014,1286,1108,550000,5,5,90000,315,1498,1,17,10,8,23,4,26.0,98.6,200.0,15.0,3
4,7,2,8,64,2006,1146,1649,270000,5,5,100000,243,2354,1,19,11,9,21,5,11.9,144.0,20.0,15.0,3
4,8,2,8,61,2013,1328,517,1025000,5,5,80000,199,2354,0,14,10,10,18,4,11.1,158.8,218.0,17.0,3
1,8,1,0,10,2017,133,651,3600000,5,7,150000,315,2967,0,29,15,14,38,10,14.75,245.0,600.0,19.0,3
1,7,3,9,86,2016,1843,345,650000,5,5,90000,188,1582,1,15,9,5,23,4,23.9,126.2,259.9,16.0,3
1,8,1,0,9,2013,104,462,1750000,5,5,60091,199,1968,0,20,13,19,31,8,14.16,174.3,380.0,17.0,3
1,8,1,30,271,2012,2253,675,1325000,2,7,170000,199,2982,1,19,11,12,26,10,12.55,168.5,343.0,17.0,3
4,2,2,19,141,2016,3925,1676,265000,5,5,42000,223,796,1,7,8,4,12,5,24.7,47.3,69.0,16.0,3
4,8,1,27,229,2022,8363,1360,675000,4,5,37724,200,999,1,17,11,13,26,8,19.17,71.01,96.0,16.0,3
1,2,1,6,52,2011,1032,919,100000,5,5,120000,199,1399,1,9,6,4,13,0,20.0,68.0,160.0,16.0,3
1,5,1,19,151,2014,4051,1867,634000,4,7,100227,199,1248,1,15,12,10,23,6,20.77,88.8,200.0,15.0,3
4,7,1,9,87,2017,5783,158,458000,2,5,94112,199,1197,1,16,8,9,20,8,20.14,81.86,171.20369154228854,16.0,3
4,8,1,30,278,2021,7970,1072,940000,4,5,23848,189,1462,1,24,12,17,28,11,17.03,103.26,171.20369154228854,16.0,3
4,2,3,19,170,2015,4310,1694,327000,5,5,43349,199,998,1,11,10,11,17,6,20.51,67.04,90.0,16.0,3
1,5,3,19,151,2012,4051,1867,459000,4,7,64394,199,1248,1,15,12,10,23,6,20.77,88.8,200.0,15.0,3
4,8,1,13,103,2021,8425,1089,1390000,2,5,17353,202,1497,1,19,11,16,30,9,16.8,113.43,171.20369154228854,16.0,3
4,2,2,19,170,2009,4339,1206,160000,5,5,30000,199,1061,1,5,5,4,10,0,18.9,67.0,84.0,13.0,3
4,2,3,9,82,2006,1720,1794,105000,5,5,80000,315,1086,1,7,6,0,0,0,17.0,96.15733953488372,171.20369154228854,13.0,3
1,2,1,19,158,2016,5557,185,295000,5,5,70000,315,1248,1,6,7,4,19,0,26.8,74.0,190.0,16.0,3
4,2,1,27,230,2021,7429,1356,445000,5,5,10000,205,799,1,10,7,8,22,9,22.3,53.26,72.0,16.0,3
1,8,1,13,103,2020,7118,1100,1525000,2,5,49017,226,1493,1,23,13,19,30,10,20.8,113.43,171.20369154228854,17.0,3
1,8,1,9,69,2015,1450,200,700000,5,5,120000,199,1396,1,19,10,10,23,9,21.38,88.7,219.7,16.0,3
4,8,1,13,103,2019,9107,1058,1300000,5,5,80000,226,1353,1,23,12,18,30,9,16.8,113.43,171.20369154228854,16.0,3
4,2,1,19,170,2018,4310,1694,390000,5,5,50000,199,998,1,11,10,11,17,6,20.51,67.04,90.0,16.0,3
4,2,1,19,170,2016,4319,738,350000,5,5,40000,315,998,0,12,10,11,17,7,20.51,67.0,90.0,16.0,3
4,2,1,27,230,2021,7429,1356,450000,5,5,60000,226,799,1,10,7,8,22,9,22.3,53.26,72.0,16.0,3
1,2,2,19,163,2014,4176,1149,450000,5,5,70000,199,1248,1,8,9,4,21,0,25.2,74.0,190.0,16.0,3
1,8,1,9,85,2019,7684,1523,950000,2,5,87000,196,1493,1,20,12,18,29,10,23.7,98.6,171.20369154228854,16.0,3
1,7,1,1,17,2017,5871,681,2990000,2,5,96330,225,1995,0,24,13,13,29,9,18.12,190.0,400.0,18.0,3
1,2,2,19,163,2015,4164,1637,446000,4,5,81040,226,1248,1,10,10,9,21,6,25.2,74.0,190.0,16.0,3
4,2,1,31,285,2018,1941,1055,672000,4,5,112625,188,1197,0,14,11,14,20,8,17.21,103.5,175.0,16.0,3
4,2,1,9,73,2018,6294,99,500000,2,5,58374,189,1197,1,16,9,13,24,7,18.9,81.86,171.20369154228854,16.0,3
4,2,2,9,73,2014,1542,753,409000,4,5,31733,199,1197,1,16,11,14,17,7,18.9,82.0,114.0,14.0,3
1,2,1,19,143,2019,3967,189,759000,6,5,49616,226,1248,1,13,12,13,27,8,27.39,74.0,190.0,16.0,3
4,7,1,8,59,2018,5626,1129,825000,5,5,70000,226,1497,1,25,11,11,28,9,17.4,117.6,145.0,15.0,3
1,7,1,19,149,2016,4012,1870,670000,2,5,68000,226,1248,1,21,12,10,23,8,26.21,88.5,200.0,16.0,3
1,7,1,29,249,2011,2739,849,200000,5,5,120000,199,1396,1,11,6,2,6,0,23.57,70.0,140.0,14.0,3
4,8,2,6,48,2015,885,315,600000,5,5,50000,199,1499,1,8,8,7,18,6,15.85,110.4,140.0,16.0,3
1,7,2,9,70,2014,1473,866,600000,5,5,120000,201,1582,1,17,11,9,27,4,22.7,126.24,259.87,16.0,3
1,8,1,20,194,2019,4654,642,5890000,2,7,116544,199,2987,0,28,15,21,29,12,11.0,258.0,620.0,20.0,3
4,2,1,8,62,2010,1355,1378,325000,2,5,49580,203,1198,1,14,11,9,19,4,16.0,96.15733953488372,171.20369154228854,15.0,3
1,8,2,16,134,2017,8164,1336,1195000,5,7,56031,192,2179,1,23,10,17,30,8,16.0,140.0,330.0,17.0,3
1,5,1,13,101,2022,9724,1170,1789999,2,7,15285,202,1493,0,22,14,21,29,12,0.0,114.41,250.0,16.0,3
4,2,1,29,261,2022,7381,1798,590000,5,5,4437,226,1199,1,8,11,7,21,8,19.01,84.82,113.0,16.0,3
4,2,1,19,170,2018,4322,1711,409999,5,5,24590,226,998,1,11,10,11,21,6,20.51,67.04,90.0,16.0,3
4,2,1,19,143,2022,6777,896,700000,5,5,20000,209,1197,1,11,10,14,27,7,21.01,81.8,113.0,16.0,3
4,2,1,9,76,2013,1654,1484,325000,2,5,70456,199,1197,1,10,11,10,19,4,18.5,82.85,113.7,14.0,3
4,7,1,28,241,2022,8694,47,1490000,5,5,20000,226,999,1,22,13,16,31,12,19.47,113.98,178.0,16.0,3
4,2,1,9,76,2013,1654,1484,311000,5,5,120000,187,1197,1,10,11,10,19,4,18.5,82.85,113.7,14.0,3
1,7,2,9,86,2016,1781,347,701000,5,5,50889,199,1582,1,18,10,11,26,8,23.9,126.2,259.9,16.0,3
4,2,1,19,163,2012,10403,1676,371000,2,5,76043,199,1197,1,11,7,7,26,6,22.38,88.5,113.0,16.0,3
4,8,1,20,191,2019,4650,602,5400000,2,5,10200,226,1991,0,25,14,19,30,9,11.5,245.0,370.0,18.0,3
4,2,1,9,73,2014,1542,753,349000,2,5,55890,199,1197,1,16,11,14,17,7,18.9,82.0,114.0,14.0,3
4,2,2,8,62,2016,1341,164,475000,4,5,81984,199,1199,1,14,12,13,22,10,18.7,88.7,110.0,15.0,3
4,2,2,8,58,2014,1188,1399,290000,2,5,70123,199,1198,1,12,10,6,16,5,19.4,86.8,109.0,16.0,3
4,2,1,27,230,2021,7429,1356,445000,5,5,60000,226,799,1,10,7,8,22,9,22.3,53.26,72.0,16.0,3
4,2,4,9,75,2010,1589,990,180000,5,5,100000,189,1086,1,6,7,3,11,0,19.81,68.05,99.04,16.0,3
4,2,3,19,140,2010,3903,1192,150000,5,5,110000,315,796,1,5,4,2,6,2,19.7,46.3,62.0,12.0,3
4,7,1,19,149,2019,6551,899,690000,5,5,40000,226,1462,1,18,11,9,25,8,21.56,103.25,138.0,15.0,3
1,8,1,30,271,2018,5503,552,3000000,5,7,90000,189,2755,1,28,12,15,35,11,14.24,174.5,420.0,17.0,3
4,2,1,27,230,2017,5375,27,360000,5,5,50000,199,999,1,9,9,7,21,6,23.01,67.0,91.0,16.0,3
4,7,1,19,164,2020,7080,744,750000,5,5,50000,315,1197,0,21,13,11,30,9,21.21,81.8,113.0,15.0,3
1,7,1,19,164,2013,6858,1146,475000,2,5,56805,226,1248,1,9,8,5,14,0,23.4,74.0,190.0,14.0,3
1,2,2,31,285,2016,6005,310,425000,5,5,120000,208,1498,1,17,11,15,22,9,20.14,88.0,230.0,16.0,3
4,7,2,8,59,2011,1245,285,320000,5,5,120000,199,1497,1,17,10,8,20,5,17.0,96.15733953488372,171.20369154228854,15.0,3
1,2,2,9,73,2019,5600,72,500000,5,5,90000,315,1186,1,19,11,15,24,7,24.0,73.97,171.20369154228854,14.0,3
1,7,2,31,290,2014,2011,920,434999,5,5,100000,179,1598,1,17,12,10,18,7,20.54,103.6,250.0,15.0,3
1,7,1,20,186,2015,4576,970,2750000,2,5,70705,202,2143,0,23,13,11,27,8,15.0,204.0,500.0,17.0,3
1,7,1,19,164,2014,4227,1635,525000,2,5,75000,226,1248,1,12,8,6,14,4,19.3,73.9,190.0,14.0,3
4,2,1,4,38,2020,7846,30,362000,4,5,17587,189,999,1,7,9,9,21,9,21.7,67.05,171.20369154228854,16.0,3
4,2,2,9,81,2019,6668,756,455000,2,5,27153,218,1086,1,15,8,12,28,7,20.3,68.0,99.0,16.0,3
1,8,2,16,129,2011,3749,851,500000,5,6,90000,315,2498,1,4,7,5,7,0,16.55,105.0,247.0,16.0,3
1,7,1,19,164,2012,4227,1635,380000,2,5,104243,199,1248,1,12,8,6,14,4,19.3,73.9,190.0,14.0,3
4,7,1,8,59,2017,1217,1112,851000,2,5,25791,199,1497,0,21,14,11,23,7,18.0,117.3,145.0,15.0,3
1,8,2,30,271,2010,2263,586,815000,5,7,120000,199,2982,1,17,13,16,24,7,11.5,96.15733953488372,343.0,17.0,3
1,7,2,11,95,2013,5006,485,1400000,5,5,70000,315,2179,0,22,14,12,29,9,16.36,187.7,450.0,20.0,3
4,8,1,9,85,2021,6942,1386,690000,5,5,60000,189,1197,1,13,9,8,27,7,17.52,81.86,115.0,16.0,3
4,8,1,19,169,2021,7568,1676,890000,2,5,17580,214,1462,1,18,9,14,28,9,17.03,103.26,171.20369154228854,16.0,3
1,8,2,16,134,2012,7923,1744,330000,5,7,120000,315,2179,1,17,11,12,22,6,15.1,140.0,330.0,17.0,3
4,8,1,19,169,2020,7568,1676,811000,5,5,39109,221,1462,1,18,9,14,28,9,17.03,103.26,171.20369154228854,16.0,3
4,8,1,19,169,2022,7568,1676,894999,5,5,20000,208,1462,1,18,9,14,28,9,17.03,103.26,171.20369154228854,16.0,3
1,8,1,8,65,2018,5670,1121,650000,5,5,80000,199,1498,1,24,12,16,28,8,25.5,98.6,200.0,16.0,3
4,2,1,19,146,2022,8681,1698,590000,5,5,20000,226,998,1,11,7,6,23,0,25.24,65.71,89.0,16.0,3
1,5,2,30,275,2007,2308,524,300000,5,8,120000,206,2494,1,12,9,4,11,2,12.8,102.0,20.4,15.0,3
4,2,2,19,163,2015,6242,1660,445000,5,5,70000,315,1197,1,12,10,6,24,7,22.0,81.8,113.0,16.0,3
4,7,2,8,59,2016,1217,1112,650000,5,5,70000,199,1497,0,21,14,11,23,7,18.0,117.3,145.0,15.0,3
4,2,3,19,140,2010,3903,1192,150000,5,5,110000,315,796,1,5,4,2,6,2,19.7,46.3,62.0,12.0,3
4,2,1,31,285,2011,1956,1285,300000,5,5,70000,53,1198,1,9,11,12,14,6,16.47,73.9,110.0,15.0,3
1,8,1,12,97,2019,6874,455,1889999,2,5,9106,188,1956,1,12,11,13,22,8,17.1,170.0,350.0,16.0,3
4,7,1,8,56,2019,6423,1675,579000,5,5,90239,226,1199,1,19,12,10,28,10,19.5,88.76,110.0,14.0,3
4,2,2,9,71,2014,1500,6,298000,2,5,31608,189,998,1,8,8,7,14,5,20.3,68.05,94.14,16.0,3
4,7,1,8,56,2019,6415,1402,595000,5,5,58740,189,1199,1,14,11,8,27,8,19.5,88.76,110.0,16.0,3
4,2,2,9,76,2018,5699,142,544000,4,5,73398,204,1197,1,16,10,10,24,8,18.6,81.83,114.7,16.0,3
4,7,1,19,149,2019,6555,722,894999,4,5,29393,226,1462,0,22,12,11,29,8,20.28,103.25,138.0,16.0,3
1,2,2,31,285,2016,6005,310,425000,5,5,100000,315,1498,1,17,11,15,22,9,20.14,88.0,230.0,16.0,3
